Epoch,Item,Layer,Comprehensive Position,Layer-specific Position
3500,Robin,layer2,"[ 0.28698033 -0.9333817  -0.47623765 -0.19240147  0.04473012 -0.419212
  0.08050485  0.6596697   1.5235338   1.3618083 ],[-0.37038386  1.7230078  -0.50762707  0.25515342  1.0403666   0.99991906
  1.5033214  -0.1505388   1.6138822   0.3861915 ],[ 0.48808426 -0.3780446   0.39453092 -0.01011229 -0.17929289  0.06244033
 -0.09788462 -0.2232587  -0.10548612 -0.04111287],[-0.16732371 -0.44864053 -0.4353736  -0.5828629  -0.20152113  0.15134203
 -0.83244216 -0.12145815  0.6910641   0.89431745]","[ 0.28698036 -0.9333818  -0.47623757 -0.19240142  0.04473011 -0.41921198
  0.08050484  0.65966976  1.5235337   1.3618082 ],[-0.5743137   2.4085946  -0.570633    0.38488787  1.612057    1.5446137
  1.7159176   0.18817656  2.1982813   0.55803955],[ 1.2750125  -0.21933156  1.0820454  -0.03423586 -1.0156921   0.18933012
 -0.11017023  0.17527318 -0.38716424  0.22352578],[-0.00377054 -0.36056376 -0.5102719  -0.6989607  -0.3647056   0.18071684
 -1.0957218   0.10221732  0.7819466   0.86697733]"
3500,Robin,layer3,"[ 0.28698033 -0.9333817  -0.47623765 -0.19240147  0.04473012 -0.419212
  0.08050485  0.6596697   1.5235338   1.3618083 ],[-0.37038386  1.7230078  -0.50762707  0.25515342  1.0403666   0.99991906
  1.5033214  -0.1505388   1.6138822   0.3861915 ],[ 0.48808426 -0.3780446   0.39453092 -0.01011229 -0.17929289  0.06244033
 -0.09788462 -0.2232587  -0.10548612 -0.04111287],[-0.16732371 -0.44864053 -0.4353736  -0.5828629  -0.20152113  0.15134203
 -0.83244216 -0.12145815  0.6910641   0.89431745]","[ 0.28698036 -0.9333819  -0.47623757 -0.19240142  0.04473011 -0.41921192
  0.08050484  0.6596698   1.5235337   1.3618081 ],[-0.5743137   2.4085944  -0.570633    0.3848879   1.6120569   1.5446137
  1.7159176   0.18817654  2.1982813   0.5580396 ],[ 0.7392767  -0.26563734 -0.33977944 -0.01823418 -0.05732096 -0.32824796
  0.3306107  -0.5262904   0.38853675 -0.11138849],[-0.00377054 -0.36056376 -0.51027197 -0.6989607  -0.3647056   0.18071686
 -1.0957218   0.10221732  0.7819466   0.8669773 ]"
3500,Robin,layer4,"[ 0.28698033 -0.9333817  -0.47623765 -0.19240147  0.04473012 -0.419212
  0.08050485  0.6596697   1.5235338   1.3618083 ],[-0.37038386  1.7230078  -0.50762707  0.25515342  1.0403666   0.99991906
  1.5033214  -0.1505388   1.6138822   0.3861915 ],[ 0.48808426 -0.3780446   0.39453092 -0.01011229 -0.17929289  0.06244033
 -0.09788462 -0.2232587  -0.10548612 -0.04111287],[-0.16732371 -0.44864053 -0.4353736  -0.5828629  -0.20152113  0.15134203
 -0.83244216 -0.12145815  0.6910641   0.89431745]","[ 0.28698033 -0.93338114 -0.47623783 -0.19240159  0.04473012 -0.4192122
  0.08050488  0.6596694   1.5235343   1.3618085 ],[ 0.24140567 -0.3337521  -0.31860927 -0.13405003 -0.67470425 -0.63416487
  0.86553305 -1.1666849  -0.13931514 -0.12935287],[-0.35423595 -0.02778913 -0.07685526  0.21752284  0.20791733 -0.076809
 -0.04025475 -0.3448551  -0.66942954  0.5359154 ],[-0.00377054 -0.36056346 -0.51027155 -0.6989604  -0.3647059   0.18071678
 -1.0957218   0.10221723  0.78194696  0.86697763]"
3500,Canary,layer1,"[ 0.6344642  -0.8817642  -0.24131794  0.11403017  1.1501048  -0.06087722
 -0.7790625  -2.63881     1.5279474  -0.6260235 ],[-0.37038386  1.7230078  -0.50762707  0.25515342  1.0403666   0.99991906
  1.5033214  -0.1505388   1.6138822   0.3861915 ],[ 0.48808426 -0.3780446   0.39453092 -0.01011229 -0.17929289  0.06244033
 -0.09788462 -0.2232587  -0.10548612 -0.04111287],[-0.16732371 -0.44864053 -0.4353736  -0.5828629  -0.20152113  0.15134203
 -0.83244216 -0.12145815  0.6910641   0.89431745]","[ 0.63446414 -0.88176423 -0.24131799  0.11403015  1.1501046  -0.0608772
 -0.77906233 -2.6388102   1.5279478  -0.6260235 ],[-0.5743137   2.4085946  -0.570633    0.38488784  1.6120571   1.5446137
  1.7159176   0.18817656  2.1982813   0.55803955],[ 0.29228362 -0.99942034  0.912713   -0.20550196  0.1479242   0.4654882
 -0.5717242  -0.19716246  0.24611254 -0.8125041 ],[-0.65798324 -0.7128711  -0.21067901 -0.23456977  0.28803256  0.06321763
 -0.04260333 -0.79248446  0.41841647  0.9763376 ]"
3500,Canary,layer2,"[ 0.6344642  -0.8817642  -0.24131794  0.11403017  1.1501048  -0.06087722
 -0.7790625  -2.63881     1.5279474  -0.6260235 ],[-0.37038386  1.7230078  -0.50762707  0.25515342  1.0403666   0.99991906
  1.5033214  -0.1505388   1.6138822   0.3861915 ],[ 0.48808426 -0.3780446   0.39453092 -0.01011229 -0.17929289  0.06244033
 -0.09788462 -0.2232587  -0.10548612 -0.04111287],[-0.16732371 -0.44864053 -0.4353736  -0.5828629  -0.20152113  0.15134203
 -0.83244216 -0.12145815  0.6910641   0.89431745]","[ 0.63446414 -0.8817643  -0.24131799  0.11403015  1.1501046  -0.0608772
 -0.77906233 -2.6388102   1.5279477  -0.6260235 ],[-0.5743137   2.4085946  -0.570633    0.38488787  1.612057    1.5446137
  1.7159176   0.18817656  2.1982813   0.55803955],[ 1.2750125  -0.21933156  1.0820454  -0.03423586 -1.0156921   0.18933012
 -0.11017023  0.17527318 -0.38716424  0.22352578],[-0.00377054 -0.36056376 -0.5102719  -0.6989607  -0.3647056   0.18071684
 -1.0957218   0.10221732  0.7819466   0.86697733]"
3500,Canary,layer3,"[ 0.6344642  -0.8817642  -0.24131794  0.11403017  1.1501048  -0.06087722
 -0.7790625  -2.63881     1.5279474  -0.6260235 ],[-0.37038386  1.7230078  -0.50762707  0.25515342  1.0403666   0.99991906
  1.5033214  -0.1505388   1.6138822   0.3861915 ],[ 0.48808426 -0.3780446   0.39453092 -0.01011229 -0.17929289  0.06244033
 -0.09788462 -0.2232587  -0.10548612 -0.04111287],[-0.16732371 -0.44864053 -0.4353736  -0.5828629  -0.20152113  0.15134203
 -0.83244216 -0.12145815  0.6910641   0.89431745]","[ 0.6344642  -0.88176435 -0.24131799  0.11403014  1.1501046  -0.0608772
 -0.77906233 -2.6388102   1.5279475  -0.6260235 ],[-0.5743137   2.4085944  -0.570633    0.3848879   1.6120569   1.5446137
  1.7159176   0.18817654  2.1982813   0.5580396 ],[ 0.7392767  -0.26563734 -0.33977944 -0.01823418 -0.05732096 -0.32824796
  0.3306107  -0.5262904   0.38853675 -0.11138849],[-0.00377054 -0.36056376 -0.51027197 -0.6989607  -0.3647056   0.18071686
 -1.0957218   0.10221732  0.7819466   0.8669773 ]"
3500,Canary,layer4,"[ 0.6344642  -0.8817642  -0.24131794  0.11403017  1.1501048  -0.06087722
 -0.7790625  -2.63881     1.5279474  -0.6260235 ],[-0.37038386  1.7230078  -0.50762707  0.25515342  1.0403666   0.99991906
  1.5033214  -0.1505388   1.6138822   0.3861915 ],[ 0.48808426 -0.3780446   0.39453092 -0.01011229 -0.17929289  0.06244033
 -0.09788462 -0.2232587  -0.10548612 -0.04111287],[-0.16732371 -0.44864053 -0.4353736  -0.5828629  -0.20152113  0.15134203
 -0.83244216 -0.12145815  0.6910641   0.89431745]","[ 0.6344642  -0.88176376 -0.24131781  0.11403023  1.1501051  -0.06087726
 -0.779063   -2.6388094   1.527947   -0.62602353],[ 0.24140567 -0.3337521  -0.31860927 -0.13405003 -0.67470425 -0.63416487
  0.86553305 -1.1666849  -0.13931514 -0.12935287],[-0.35423595 -0.02778913 -0.07685526  0.21752284  0.20791733 -0.076809
 -0.04025475 -0.3448551  -0.66942954  0.5359154 ],[-0.00377054 -0.36056346 -0.51027155 -0.6989604  -0.3647059   0.18071678
 -1.0957218   0.10221723  0.78194696  0.86697763]"
3500,Sunfish,layer1,"[ 2.2960162  -2.0134857  -0.6171668   1.1613672  -1.1917281  -0.00497178
  1.5215541  -0.6211543  -0.8460433   0.12940976],[-0.37038386  1.7230078  -0.50762707  0.25515342  1.0403666   0.99991906
  1.5033214  -0.1505388   1.6138822   0.3861915 ],[ 0.48808426 -0.3780446   0.39453092 -0.01011229 -0.17929289  0.06244033
 -0.09788462 -0.2232587  -0.10548612 -0.04111287],[-0.16732371 -0.44864053 -0.4353736  -0.5828629  -0.20152113  0.15134203
 -0.83244216 -0.12145815  0.6910641   0.89431745]","[ 2.2960162  -2.0134852  -0.61716676  1.1613673  -1.1917282  -0.00497178
  1.5215544  -0.6211542  -0.84604335  0.12940975],[-0.5743137   2.4085946  -0.570633    0.38488784  1.6120571   1.5446137
  1.7159176   0.18817656  2.1982813   0.55803955],[ 0.29228362 -0.99942034  0.912713   -0.20550196  0.1479242   0.4654882
 -0.5717242  -0.19716246  0.24611254 -0.8125041 ],[-0.65798324 -0.7128711  -0.21067901 -0.23456977  0.28803256  0.06321763
 -0.04260333 -0.79248446  0.41841647  0.9763376 ]"
3500,Sunfish,layer2,"[ 2.2960162  -2.0134857  -0.6171668   1.1613672  -1.1917281  -0.00497178
  1.5215541  -0.6211543  -0.8460433   0.12940976],[-0.37038386  1.7230078  -0.50762707  0.25515342  1.0403666   0.99991906
  1.5033214  -0.1505388   1.6138822   0.3861915 ],[ 0.48808426 -0.3780446   0.39453092 -0.01011229 -0.17929289  0.06244033
 -0.09788462 -0.2232587  -0.10548612 -0.04111287],[-0.16732371 -0.44864053 -0.4353736  -0.5828629  -0.20152113  0.15134203
 -0.83244216 -0.12145815  0.6910641   0.89431745]","[ 2.2960162  -2.0134852  -0.61716676  1.1613673  -1.1917282  -0.00497178
  1.5215544  -0.6211542  -0.84604335  0.12940975],[-0.5743137   2.4085946  -0.570633    0.38488787  1.612057    1.5446137
  1.7159176   0.18817656  2.1982813   0.55803955],[ 1.2750125  -0.21933156  1.0820454  -0.03423586 -1.0156921   0.18933012
 -0.11017023  0.17527318 -0.38716424  0.22352578],[-0.00377054 -0.36056376 -0.5102719  -0.6989607  -0.3647056   0.18071684
 -1.0957218   0.10221732  0.7819466   0.86697733]"
3500,Sunfish,layer3,"[ 2.2960162  -2.0134857  -0.6171668   1.1613672  -1.1917281  -0.00497178
  1.5215541  -0.6211543  -0.8460433   0.12940976],[-0.37038386  1.7230078  -0.50762707  0.25515342  1.0403666   0.99991906
  1.5033214  -0.1505388   1.6138822   0.3861915 ],[ 0.48808426 -0.3780446   0.39453092 -0.01011229 -0.17929289  0.06244033
 -0.09788462 -0.2232587  -0.10548612 -0.04111287],[-0.16732371 -0.44864053 -0.4353736  -0.5828629  -0.20152113  0.15134203
 -0.83244216 -0.12145815  0.6910641   0.89431745]","[ 2.2960165  -2.0134852  -0.61716676  1.1613673  -1.1917282  -0.00497178
  1.5215542  -0.62115425 -0.84604347  0.12940975],[-0.5743137   2.4085944  -0.570633    0.3848879   1.6120569   1.5446137
  1.7159176   0.18817654  2.1982813   0.5580396 ],[ 0.7392767  -0.26563734 -0.33977944 -0.01823418 -0.05732096 -0.32824796
  0.3306107  -0.5262904   0.38853675 -0.11138849],[-0.00377054 -0.36056376 -0.51027197 -0.6989607  -0.3647056   0.18071686
 -1.0957218   0.10221732  0.7819466   0.8669773 ]"
3500,Sunfish,layer4,"[ 2.2960162  -2.0134857  -0.6171668   1.1613672  -1.1917281  -0.00497178
  1.5215541  -0.6211543  -0.8460433   0.12940976],[-0.37038386  1.7230078  -0.50762707  0.25515342  1.0403666   0.99991906
  1.5033214  -0.1505388   1.6138822   0.3861915 ],[ 0.48808426 -0.3780446   0.39453092 -0.01011229 -0.17929289  0.06244033
 -0.09788462 -0.2232587  -0.10548612 -0.04111287],[-0.16732371 -0.44864053 -0.4353736  -0.5828629  -0.20152113  0.15134203
 -0.83244216 -0.12145815  0.6910641   0.89431745]","[ 2.2960155  -2.0134869  -0.61716694  1.1613668  -1.1917274  -0.00497178
  1.5215536  -0.6211545  -0.84604293  0.12940978],[ 0.24140567 -0.3337521  -0.31860927 -0.13405003 -0.67470425 -0.63416487
  0.86553305 -1.1666849  -0.13931514 -0.12935287],[-0.35423595 -0.02778913 -0.07685526  0.21752284  0.20791733 -0.076809
 -0.04025475 -0.3448551  -0.66942954  0.5359154 ],[-0.00377054 -0.36056346 -0.51027155 -0.6989604  -0.3647059   0.18071678
 -1.0957218   0.10221723  0.78194696  0.86697763]"
3500,Salmon,layer1,"[ 0.49018675 -0.4674852  -1.4243498   0.7075151  -0.7393008  -0.4266832
  0.3153057   0.23179556 -0.33520573 -1.7475452 ],[-0.37038386  1.7230078  -0.50762707  0.25515342  1.0403666   0.99991906
  1.5033214  -0.1505388   1.6138822   0.3861915 ],[ 0.48808426 -0.3780446   0.39453092 -0.01011229 -0.17929289  0.06244033
 -0.09788462 -0.2232587  -0.10548612 -0.04111287],[-0.16732371 -0.44864053 -0.4353736  -0.5828629  -0.20152113  0.15134203
 -0.83244216 -0.12145815  0.6910641   0.89431745]","[ 0.4901868  -0.46748516 -1.4243499   0.707515   -0.7393008  -0.42668316
  0.3153057   0.2317956  -0.3352057  -1.7475454 ],[-0.5743137   2.4085946  -0.570633    0.38488784  1.6120571   1.5446137
  1.7159176   0.18817656  2.1982813   0.55803955],[ 0.29228362 -0.99942034  0.912713   -0.20550196  0.1479242   0.4654882
 -0.5717242  -0.19716246  0.24611254 -0.8125041 ],[-0.65798324 -0.7128711  -0.21067901 -0.23456977  0.28803256  0.06321763
 -0.04260333 -0.79248446  0.41841647  0.9763376 ]"
3500,Salmon,layer2,"[ 0.49018675 -0.4674852  -1.4243498   0.7075151  -0.7393008  -0.4266832
  0.3153057   0.23179556 -0.33520573 -1.7475452 ],[-0.37038386  1.7230078  -0.50762707  0.25515342  1.0403666   0.99991906
  1.5033214  -0.1505388   1.6138822   0.3861915 ],[ 0.48808426 -0.3780446   0.39453092 -0.01011229 -0.17929289  0.06244033
 -0.09788462 -0.2232587  -0.10548612 -0.04111287],[-0.16732371 -0.44864053 -0.4353736  -0.5828629  -0.20152113  0.15134203
 -0.83244216 -0.12145815  0.6910641   0.89431745]","[ 0.4901868  -0.46748516 -1.4243499   0.707515   -0.7393008  -0.42668316
  0.3153057   0.2317956  -0.33520573 -1.7475454 ],[-0.5743137   2.4085946  -0.570633    0.38488787  1.612057    1.5446137
  1.7159176   0.18817656  2.1982813   0.55803955],[ 1.2750125  -0.21933156  1.0820454  -0.03423586 -1.0156921   0.18933012
 -0.11017023  0.17527318 -0.38716424  0.22352578],[-0.00377054 -0.36056376 -0.5102719  -0.6989607  -0.3647056   0.18071684
 -1.0957218   0.10221732  0.7819466   0.86697733]"
3500,Salmon,layer3,"[ 0.49018675 -0.4674852  -1.4243498   0.7075151  -0.7393008  -0.4266832
  0.3153057   0.23179556 -0.33520573 -1.7475452 ],[-0.37038386  1.7230078  -0.50762707  0.25515342  1.0403666   0.99991906
  1.5033214  -0.1505388   1.6138822   0.3861915 ],[ 0.48808426 -0.3780446   0.39453092 -0.01011229 -0.17929289  0.06244033
 -0.09788462 -0.2232587  -0.10548612 -0.04111287],[-0.16732371 -0.44864053 -0.4353736  -0.5828629  -0.20152113  0.15134203
 -0.83244216 -0.12145815  0.6910641   0.89431745]","[ 0.49018675 -0.46748516 -1.4243499   0.707515   -0.7393008  -0.42668316
  0.3153057   0.23179558 -0.33520576 -1.7475454 ],[-0.5743137   2.4085944  -0.570633    0.3848879   1.6120569   1.5446137
  1.7159176   0.18817654  2.1982813   0.5580396 ],[ 0.7392767  -0.26563734 -0.33977944 -0.01823418 -0.05732096 -0.32824796
  0.3306107  -0.5262904   0.38853675 -0.11138849],[-0.00377054 -0.36056376 -0.51027197 -0.6989607  -0.3647056   0.18071686
 -1.0957218   0.10221732  0.7819466   0.8669773 ]"
3500,Salmon,layer4,"[ 0.49018675 -0.4674852  -1.4243498   0.7075151  -0.7393008  -0.4266832
  0.3153057   0.23179556 -0.33520573 -1.7475452 ],[-0.37038386  1.7230078  -0.50762707  0.25515342  1.0403666   0.99991906
  1.5033214  -0.1505388   1.6138822   0.3861915 ],[ 0.48808426 -0.3780446   0.39453092 -0.01011229 -0.17929289  0.06244033
 -0.09788462 -0.2232587  -0.10548612 -0.04111287],[-0.16732371 -0.44864053 -0.4353736  -0.5828629  -0.20152113  0.15134203
 -0.83244216 -0.12145815  0.6910641   0.89431745]","[ 0.49018672 -0.4674853  -1.4243494   0.7075154  -0.7393008  -0.4266833
  0.3153057   0.2317955  -0.33520564 -1.747545  ],[ 0.24140567 -0.3337521  -0.31860927 -0.13405003 -0.67470425 -0.63416487
  0.86553305 -1.1666849  -0.13931514 -0.12935287],[-0.35423595 -0.02778913 -0.07685526  0.21752284  0.20791733 -0.076809
 -0.04025475 -0.3448551  -0.66942954  0.5359154 ],[-0.00377054 -0.36056346 -0.51027155 -0.6989604  -0.3647059   0.18071678
 -1.0957218   0.10221723  0.78194696  0.86697763]"
3600,Pine,layer1,"[ 1.2055635   0.6159074   0.11464003  0.6468826   0.37684178 -1.1005843
  0.29197404 -1.2465892  -0.63073766 -1.9156052 ],[-0.369764    1.723683   -0.5083401   0.25496718  1.0409949   1.0005152
  1.5041618  -0.1511126   1.6151425   0.38661292],[ 0.48810658 -0.37844914  0.39414057 -0.01018928 -0.178972    0.06222928
 -0.09761202 -0.22346878 -0.10525917 -0.04145008],[-0.16607559 -0.44887117 -0.43620023 -0.5835414  -0.20211494  0.15201423
 -0.8340761  -0.12093282  0.6913872   0.89446306]","[ 1.2055635   0.61590743  0.11464     0.6468826   0.3768417  -1.100584
  0.29197407 -1.2465891  -0.63073766 -1.9156055 ],[-0.5734939   2.4097228  -0.5714724   0.38459006  1.612899    1.5455679
  1.7169437   0.1875018   2.1998885   0.55868524],[ 0.29254466 -1.0000731   0.91223544 -0.2063875   0.14867072  0.4643061
 -0.57207364 -0.19758229  0.2468995  -0.81332064],[-0.6586075  -0.71441483 -0.2103324  -0.23416643  0.28854993  0.06311578
 -0.04278429 -0.79331875  0.4178956   0.97706395]"
3600,Pine,layer2,"[ 1.2055635   0.6159074   0.11464003  0.6468826   0.37684178 -1.1005843
  0.29197404 -1.2465892  -0.63073766 -1.9156052 ],[-0.369764    1.723683   -0.5083401   0.25496718  1.0409949   1.0005152
  1.5041618  -0.1511126   1.6151425   0.38661292],[ 0.48810658 -0.37844914  0.39414057 -0.01018928 -0.178972    0.06222928
 -0.09761202 -0.22346878 -0.10525917 -0.04145008],[-0.16607559 -0.44887117 -0.43620023 -0.5835414  -0.20211494  0.15201423
 -0.8340761  -0.12093282  0.6913872   0.89446306]","[ 1.2055635   0.61590743  0.11464     0.6468826   0.37684172 -1.100584
  0.29197407 -1.2465891  -0.63073766 -1.9156055 ],[-0.5734939   2.4097228  -0.5714724   0.38459006  1.612899    1.5455679
  1.7169437   0.1875018   2.1998885   0.55868524],[ 1.2746658  -0.220469    1.0816623  -0.03395095 -1.0153778   0.18918808
 -0.10949943  0.17556755 -0.38680968  0.22251748],[-0.00189827 -0.36035654 -0.5114894  -0.6999997  -0.36566994  0.18164702
 -1.0978403   0.10319587  0.78255117  0.86692965]"
3600,Pine,layer3,"[ 1.2055635   0.6159074   0.11464003  0.6468826   0.37684178 -1.1005843
  0.29197404 -1.2465892  -0.63073766 -1.9156052 ],[-0.369764    1.723683   -0.5083401   0.25496718  1.0409949   1.0005152
  1.5041618  -0.1511126   1.6151425   0.38661292],[ 0.48810658 -0.37844914  0.39414057 -0.01018928 -0.178972    0.06222928
 -0.09761202 -0.22346878 -0.10525917 -0.04145008],[-0.16607559 -0.44887117 -0.43620023 -0.5835414  -0.20211494  0.15201423
 -0.8340761  -0.12093282  0.6913872   0.89446306]","[ 1.2055635   0.61590743  0.11464     0.6468826   0.37684175 -1.100584
  0.29197407 -1.2465891  -0.6307377  -1.9156055 ],[-0.5734939   2.409723   -0.5714724   0.3845901   1.612899    1.5455678
  1.7169437   0.1875018   2.1998885   0.55868524],[ 0.7399903  -0.26577938 -0.34028876 -0.01824493 -0.05731048 -0.32821327
  0.33115727 -0.52656054  0.3889479  -0.11114634],[-0.00189827 -0.36035654 -0.5114894  -0.69999975 -0.36566994  0.18164703
 -1.0978403   0.10319586  0.7825512   0.8669296 ]"
3600,Pine,layer4,"[ 1.2055635   0.6159074   0.11464003  0.6468826   0.37684178 -1.1005843
  0.29197404 -1.2465892  -0.63073766 -1.9156052 ],[-0.369764    1.723683   -0.5083401   0.25496718  1.0409949   1.0005152
  1.5041618  -0.1511126   1.6151425   0.38661292],[ 0.48810658 -0.37844914  0.39414057 -0.01018928 -0.178972    0.06222928
 -0.09761202 -0.22346878 -0.10525917 -0.04145008],[-0.16607559 -0.44887117 -0.43620023 -0.5835414  -0.20211494  0.15201423
 -0.8340761  -0.12093282  0.6913872   0.89446306]","[ 1.2055634   0.61590725  0.1146401   0.6468825   0.3768419  -1.100585
  0.29197395 -1.2465894  -0.6307374  -1.9156041 ],[ 0.24142563 -0.33443698 -0.31894317 -0.13390148 -0.67471737 -0.6346428
  0.8658159  -1.1669558  -0.13909592 -0.12960403],[-0.35477433 -0.02747517 -0.07704661  0.21782629  0.20812947 -0.07636379
 -0.04003227 -0.3452998  -0.6700744   0.53614914],[-0.00189827 -0.36035666 -0.51148975 -0.69999975 -0.3656698   0.18164705
 -1.0978396   0.1031958   0.78255093  0.8669291 ]"
3600,Oak,layer1,"[-1.2660167   0.31490055 -0.50869405 -1.4512761   1.5128728  -2.0746427
  1.4674954   0.1046173   0.67815787  1.0992097 ],[-0.369764    1.723683   -0.5083401   0.25496718  1.0409949   1.0005152
  1.5041618  -0.1511126   1.6151425   0.38661292],[ 0.48810658 -0.37844914  0.39414057 -0.01018928 -0.178972    0.06222928
 -0.09761202 -0.22346878 -0.10525917 -0.04145008],[-0.16607559 -0.44887117 -0.43620023 -0.5835414  -0.20211494  0.15201423
 -0.8340761  -0.12093282  0.6913872   0.89446306]","[-1.2660168   0.31490052 -0.50869405 -1.451276    1.512873   -2.0746422
  1.4674951   0.10461732  0.678158    1.0992098 ],[-0.5734939   2.4097228  -0.5714724   0.38459006  1.612899    1.5455679
  1.7169437   0.1875018   2.1998885   0.55868524],[ 0.29254466 -1.0000731   0.91223544 -0.2063875   0.14867072  0.4643061
 -0.57207364 -0.19758229  0.2468995  -0.81332064],[-0.6586075  -0.71441483 -0.2103324  -0.23416643  0.28854993  0.06311578
 -0.04278429 -0.79331875  0.4178956   0.97706395]"
3600,Oak,layer2,"[-1.2660167   0.31490055 -0.50869405 -1.4512761   1.5128728  -2.0746427
  1.4674954   0.1046173   0.67815787  1.0992097 ],[-0.369764    1.723683   -0.5083401   0.25496718  1.0409949   1.0005152
  1.5041618  -0.1511126   1.6151425   0.38661292],[ 0.48810658 -0.37844914  0.39414057 -0.01018928 -0.178972    0.06222928
 -0.09761202 -0.22346878 -0.10525917 -0.04145008],[-0.16607559 -0.44887117 -0.43620023 -0.5835414  -0.20211494  0.15201423
 -0.8340761  -0.12093282  0.6913872   0.89446306]","[-1.2660168   0.31490052 -0.50869405 -1.451276    1.5128729  -2.0746422
  1.4674951   0.10461732  0.6781579   1.0992098 ],[-0.5734939   2.4097228  -0.5714724   0.38459006  1.612899    1.5455679
  1.7169437   0.1875018   2.1998885   0.55868524],[ 1.2746658  -0.220469    1.0816623  -0.03395095 -1.0153778   0.18918808
 -0.10949943  0.17556755 -0.38680968  0.22251748],[-0.00189827 -0.36035654 -0.5114894  -0.6999997  -0.36566994  0.18164702
 -1.0978403   0.10319587  0.78255117  0.86692965]"
3600,Oak,layer3,"[-1.2660167   0.31490055 -0.50869405 -1.4512761   1.5128728  -2.0746427
  1.4674954   0.1046173   0.67815787  1.0992097 ],[-0.369764    1.723683   -0.5083401   0.25496718  1.0409949   1.0005152
  1.5041618  -0.1511126   1.6151425   0.38661292],[ 0.48810658 -0.37844914  0.39414057 -0.01018928 -0.178972    0.06222928
 -0.09761202 -0.22346878 -0.10525917 -0.04145008],[-0.16607559 -0.44887117 -0.43620023 -0.5835414  -0.20211494  0.15201423
 -0.8340761  -0.12093282  0.6913872   0.89446306]","[-1.2660168   0.31490052 -0.5086941  -1.451276    1.5128728  -2.0746422
  1.4674951   0.10461731  0.67815787  1.0992098 ],[-0.5734939   2.409723   -0.5714724   0.3845901   1.612899    1.5455678
  1.7169437   0.1875018   2.1998885   0.55868524],[ 0.7399903  -0.26577938 -0.34028876 -0.01824493 -0.05731048 -0.32821327
  0.33115727 -0.52656054  0.3889479  -0.11114634],[-0.00189827 -0.36035654 -0.5114894  -0.69999975 -0.36566994  0.18164703
 -1.0978403   0.10319586  0.7825512   0.8669296 ]"
3600,Oak,layer4,"[-1.2660167   0.31490055 -0.50869405 -1.4512761   1.5128728  -2.0746427
  1.4674954   0.1046173   0.67815787  1.0992097 ],[-0.369764    1.723683   -0.5083401   0.25496718  1.0409949   1.0005152
  1.5041618  -0.1511126   1.6151425   0.38661292],[ 0.48810658 -0.37844914  0.39414057 -0.01018928 -0.178972    0.06222928
 -0.09761202 -0.22346878 -0.10525917 -0.04145008],[-0.16607559 -0.44887117 -0.43620023 -0.5835414  -0.20211494  0.15201423
 -0.8340761  -0.12093282  0.6913872   0.89446306]","[-1.2660165   0.3149006  -0.5086938  -1.4512765   1.5128727  -2.074644
  1.4674963   0.10461725  0.67815787  1.0992094 ],[ 0.24142563 -0.33443698 -0.31894317 -0.13390148 -0.67471737 -0.6346428
  0.8658159  -1.1669558  -0.13909592 -0.12960403],[-0.35477433 -0.02747517 -0.07704661  0.21782629  0.20812947 -0.07636379
 -0.04003227 -0.3452998  -0.6700744   0.53614914],[-0.00189827 -0.36035666 -0.51148975 -0.69999975 -0.3656698   0.18164705
 -1.0978396   0.1031958   0.78255093  0.8669291 ]"
3600,Rose,layer1,"[ 1.9307919  -0.39139158  1.3873241  -0.41129556 -0.70214677 -1.4235333
  0.8507429  -1.1122361   0.816775    0.23357065],[-0.369764    1.723683   -0.5083401   0.25496718  1.0409949   1.0005152
  1.5041618  -0.1511126   1.6151425   0.38661292],[ 0.48810658 -0.37844914  0.39414057 -0.01018928 -0.178972    0.06222928
 -0.09761202 -0.22346878 -0.10525917 -0.04145008],[-0.16607559 -0.44887117 -0.43620023 -0.5835414  -0.20211494  0.15201423
 -0.8340761  -0.12093282  0.6913872   0.89446306]","[ 1.9307917  -0.39139152  1.3873242  -0.41129556 -0.7021467  -1.4235334
  0.850743   -1.1122363   0.816775    0.23357062],[-0.5734939   2.4097228  -0.5714724   0.38459006  1.612899    1.5455679
  1.7169437   0.1875018   2.1998885   0.55868524],[ 0.29254466 -1.0000731   0.91223544 -0.2063875   0.14867072  0.4643061
 -0.57207364 -0.19758229  0.2468995  -0.81332064],[-0.6586075  -0.71441483 -0.2103324  -0.23416643  0.28854993  0.06311578
 -0.04278429 -0.79331875  0.4178956   0.97706395]"
